input,output
2+21a0(12c-(0++-)a01)1a)1a(**b++0)2c-bbb(2/b002)(/2c/a-2*cc1a+0(a+1/c*2b1(()b0cb()bb(/0/*0((2b+a2c-(a)(-1+/1/)1)ab1-*1)1/-)a**+)c10(0)/+)cb0))((ca)0+2*)02cc)*c*--**-(cabb*))01)()cb-01b-1()-0-0*c((00b0c/)b2c*/c(0(20(21-)2)/)(1)+0-/a)a(+2c/a+(c)b*c2c)-))(/b*ac*--2/(2b***(/c)-00-(2+a)c22(-*/c2c(0211/a202b*+c0b(/b)(/c0ca)bac-)b)((1a/)cba*020///02*b0)1b+)2(-()2b2)b-((2*cb)a)c01(/(b01a2)c)/ab)a01*a+/-2*//*(-)-**)((0bc/2)b2b*bb(c02)c/2-+a*)ac2c/+))a-20+0(+/()-)b(*(2(0b1aa+*(-2201a/a02b/12(-)*+)1/0b-(+*0(()(*b+a)1c*a0(abcabc*)c(+*++-+-02+1(/a+(*c()*//0)1c--a)0((*1+(*ba/b+++)+-0*--b()(ba(-c*b0(a+1(/(-))(a++(c)+/+ca/-1(/+ccc1)(+*/(00b0(1(()c1c-1(bc+b-a1)c)a1ba))cb1(12++1(0+*/1c2)((a/)ac/+c(a/ca1++b)(20b(b)+*()*a-0))()-+-1b()-1*a0()*bc()b)-)a*01)*))/c*c//1)**((-)a1b((c1b/)(/*/2(*(0a0(1++12((/cb(-102/2+1c-1/(0a*b)b-))a2)0aa0*2(a2(a++2**aaa10(/02,incorrect
)2010cc1b*(2c-(0)-*-()(c0+bc*1((2b/+*122*/(-)a+cc)b-*((1a()+02)c*)-bc*/a(ac2a2a)1c**a)1)-(/0)0*+1--)(-2+-(c((ac)b10(1a(b)2(-c)/a2b1021b2+-1a2((b-2(-/2*-)))0/(1cc(c*)c2-b)-(2b10b)c1)b-c(2b)()))-(()*)c1+*+)*(-(-0(b20/2a/2-/)*-2b/1(/)-*1(*+(/1/abc2(22c*ccc0c02*(02**b(bb+1a0c0(22abb/(2+0()2-2+c)2-1(b(0)b2aaa)2ca-a0+((2(/b-1(1-1bb/*2b0a+))))b21acacc)12)cc1(++)+(c20**a2/)1*c+2c((())b(+202)+(/)0202(1)(20)+)1a1(-0a)0**10b*)1*1+-)*a2c(ba0/cbb-11(b212c)2+2b)2/---ca)*0bbc/((a*2b12+-2))-c*+2-(0()2a(-c)b+/+-((b011c)))+-((/2/,incorrect
1c)/c(12c+*121c-1-ab1/02+2)2c-*c)/)/)22(a)b/a+-a)bb/2+((bb0cba)c1b-c2/)a))(22a0ccbb(-)*1/00b+)a2a(*0a)-2a/2*a(bb00ab)c()))1b*+()2c*2/)a(-1b)(22a22c)1()-a-b)0a-)(1*)+)2/1)1b)aaa/-1a)0+))c(/a)(02/b0c)()0()a/1a2(20a+c-()((*ab()--0)(((0(02)0)+(b(b2(b/2ccb)aa(2)(-*)/2*+)1+2)c(()a+1+11c1)a0+b1b0*+2+-2/2-(ab)-)-)0bb+/a2))cb()(2)/)(a+-2110b(baac)cca*-101-)2bb-(00/*+(1a))b0()c)/c))-(-2a101b00++21()*c)111*ab/c(c-)ccbca-c2cc(0a(02(a(2*cb)++,incorrect
/a++(c1b)/c(00)2c)b(aa11(--(c2(/)()a-12(a*(/(((0)c(c*0/a+22*a2c))*)c2+(1b)-1ab*0a-(1a12c/a1c))c()bb)++1*(aa*1b+2/0c(+a-1(/)2c0bb1+(*c0(0*2(2b)*0a*c2ba/c11a)a22)0b))bac*c(((0*+(a*aa*2c*2*0)*01(*(1*(a)c(1/)(-+0)c1b))-/ccca)1+-+caca)c)(((+/c))ba2(/c+)*(*b2+/)*2++0b0+(a2b)1)(b(1/(-c)2+2b*aa*-c2---aa*21-)/c/1c*012cc/*)(-+2*a(+b)a/c0)12(//-02)*)aa*b/a)1)-b(0ac0cbc))))/c++2//)b1)+0)/(-(0+b)cc)-b2)(00b/-1-c2()c0c2+))(aacc2-bb2/21)a01c*((-a0accc12()(2()1(0)2c()0/1+)1+a21c-11(*)c0-1/aa(2c(a1/-)/c,incorrect
2*a*-0)cb2/c02c2)(+)c()aa1a(bc**-a2*++b1()aa-b1))acb+((1)2b/0(+)(/21*(//20acbb/ca-cb+bc+ab220(c/*caa(-2(-)bc2)a/a/*)c2,incorrect
1a()c11*20((/b()0bc/*abc(+)00c(21222/+(0(c+(--0))0+(-c)/)1b2a))0(a+))c)c(-c(0/)2)b/(1/2(0a*102b-+a//)*c()12+/)c/2c-2110*bbc1b)b21/+)b+c(b01-a1b((a+)a(cc*2)/2112+c(-0(1a11*0c((c)())c/(c/)bb((1)-211b2a1c/01)1-(1)000-+(12((b2(2c+20ba(1b(*/b22)c/00a(/1)a+21abc()++(2-2(-++*1-/-2()2a//())b0b*+10a))+0)b1-a)0a/*1-0c)/a+())1c2/+*01c)+()-ac)2/)b-*a-a/((cbca20-)-/+b(b(0bb12+/c+-01a)2c/1/+1cb(bb2))-aa120*2c(b(aa0ac+/+))1(++2*a)(02ac*(1(*a-1(2(c1((+aa+)c)+21/0a)11ac)a(+(/(1-2(0a02--+1)a2c-1ca1*20b(0c1-22-1)cc(c2ca((b0-(-2)b02(02b)-2(((-)*)c+*/1+20+a0*b)1*)+()(1*2)(*-)b)b0+(ab/a*2)0bb-0+b2*((c+0)0((*2+a(1+)((ca-cc2*/21ca+012-)))/))*/1ba+(1)*0/*(0aabaa)1((c/)++bbc2/0+(*/-()a-//(+)-(1))/0*211)a)22)*ac*//bc+1a2(((2(20a)a)-12/11ca)cb/-)c)+b--)00())2(0)bb1)b1+/a+22(((()+(1(*c/c1)12+(1c20/*b000ab+bc()cb(2201/)1/(b1*0(-c11)ab**+a(a)ba)b(+(1b+1c0)1)-1)/2c-b/c0))-)c(c)1-1-0a101)2*/2a/+/((0a-aca)()c-/1a1--2/2ba)/c/220-,incorrect
)+0a1*aa000/caa-+(+(c21*c/*ca)0*(2ab-(cb)00120-a2b(-)c++1-*0c1c+20a)1b)-b/a*)/1-0a1)02+(a*((c2a)*(ac()+-a*1*cc1-ba)1c/-)c+*((b)1(2(ab()))0c+)**((a-2+(c)(*0cc*1c(0aa)(2b-)c-c)*)*0-0ac/)2+0202(-/2)))1*cac2/21(b22(-0+1b0a0))/bb/c-b)2(cab0(011)/2aa2)2-c+bcbc*a/a)/*)1)(((+*)0)()1+)2(0c/2)(1-)*-1+a1a*/((*a/0a0)c1)+a-0+a2(220/ca*(*/)))c/2-a(-c/2(b0)aa21b(/0/)1(b/**(+21a(00b)(*+12)2()2(ac(0*)bc)-0a+a((1()(+102)ac12)bb)ac(2--0)0)*/)b0111)())-0*(0(22*)0-)babb()02)a/a)b0)2a*2*b)(2+2*2++-c-c(c++2)0b1+002c22+//010++0c2cb1a*c(+*-(/2b(cbc/(*1))2)c2b2(*+)b/))2ccbc-+)+c/*+20)+-cac0(cba-2*1cc1/bba)))20)2)+c0)c0(c1ab(((b()0/c-(22+)(+-+)-++a+02)12/))1(0*(+c*c+*))2a/(c--+)-)(+a-*c)((aa*+-/0a+0ab)b1**1a210b2+0,incorrect
(+/)a(0bb)bc/)a20b+-2(1-)+)b+b(00)+a+//-)(*0*(()/(c*0101((0*2aba-(1(2()22bc+*/)+/()-/10//-c-1bc*1())a-(1(*1ab0-)+/b2-/(/221)-)0(*1/0-)-b(c(-b)+c1(0/bc(02)1*)(2bb)a+0(b/b(1c(b))**1cb0(2cc()2(-()(a-0*/2**)c)a/ba2(1b/c2b)0a12*---)*0)+1(a+(1/)2c)1+-/02)b-(ca21+*c02/)))ba0)1*b((*)-1(/+0202000(1-c(()/2*+(/2ca+cb0)0a-01)2ab(a*c(-(a/a12)/*a1-0*+(2)2ca1a+c20)cb)1aa(*2b(+/c))(2a0*a0*(b/)a)a2)11(/((()11))c(*+1b010a,incorrect
2b02(20))bb+/001b(c/-0c2((12a)/*/()*c//2a*(/+a(+)/2c+-1b*2(2b1b/)11ca0caa(((b(-b)ab0-ca0b-*ac(2/)/)*2-b/c-ab/-1)a+b(acb+)a(a-+-b))2c(2-bc1)-)0bb(212*+-c+(b1a)20a1)a(ab)*0+/)(1+-b0)022a1+11(b*1))0bb2b-()-(*-c1)/a(0-c-(1(2)*,incorrect
c-)a(*10acc2*2))c+c(b10a+)*ab+1)/+00+/0)abb)1(*ab)(2/(ab(ac0aaa)/aca-)((2c*)cb-a(/0(b((b1/*1/)0a(01a(/aa-)2)1b(10(/c1)b/c(*(/)0b)/(2)0(b()c/*c/)0c+(11*)/a*/b10)1c)c/)c1a+*/aca*cb*)bc0-c01c11a+b)b)2b(aaa)002cc(*)()10(a(2(2+)-)(c)((2100(b)10+/ac0)1(a-/--(-00+22)2c0//c0c2cc2-ab((00(0+((c1a-*)a1b2c*/)1ab/)b)ca)ac)+a(c0/bb(+a*)2*1)-0+)-a-a*))21c)a2(20112(((+*a-b)0bab(10((/c2-/(-01c2(b/0b2bacabcc02b(b01((cb//(b+*c))b+b/-a0b*aa2b1-+aa2a(c*)(10/))()+/22b(c+c(/b1(-*bc+10c(2))(000b-/+c0bb-(b0(//)*bb0b/)*-)a))b-a)-c2(/2//((*)+(*a()ca0((+-0/1*b(00+/(a*a-20*c2b/bb)-*(cc0+c-c)-20*c(*)ccc/b(a/*a0/(2c--))/1+2/-*((1))1a0*ab)22bc2))a/-+a+ca0121+c/(*)-)2)(0(20)20-ba21c(1b1ab12+b+))((ccab(-2c0b)))*bac(01(0/-/(*1c-/)(c)+c0ba+)()caa/(/2b(/)(c21(b/02)a)1(*)a+((c0*/00(-a-+a*-))/()()0+2a220)c0(*-(1)(cb)*)c01(1(02)ac01(10((/a-(+*abaa)*(1)-21)(2*)b2b(1c-(-+2a/0b-*1122(-*ba*+)*0c10/+ab2*22(a+cc2)++)b-*c2)c()0((-2/a++a)/+)()c)/0/0+-c120c10b))+-c(-((b2+cb))a-(a-,incorrect
c)c-(c(02-)00a-c)0(c-b(b0)aa*)a)aa)*,incorrect
a(b2(-/()0((2a(2b-2c2(0/(ca2/c+))12)2c0+0*))01c0+2b/2c*)cc/1*/))c1a/b01baa201-+2*/+/cb+(**(c*-*2a20()c2a)2ac/0c/-*2)0)b/)c0a1)-2bbcc)ba)b20(a++c(/)b*/((ab+b1*(b*aa0b(1c/)c/)c0)c2b2(1*)00)(-122c(c0)0c2b1()(1/11*()+)/2)10b1-c2c*c+a*)-ac1a1a)(1ca+b()21)c(b/b1*a)b11-2++0c0-2c12)(+c))2,incorrect
*12+010/*)0c)1)c+cc/--)-*2)-*b)a0(1-*b)0//)*0c+02b)a)1+1*-b(-*(00-a20c*1aa+10/b)2*/cb(/11))/b0b+2)c((/b0+(+2()0-1/(b2-*a+b2c-+10-*c1(+211-c)/(ca/c/cc)-*2*c1(/((0aa+0)001((ac(1b)b**-/-+-c((/)(*2-a0)((a()(0()b0b//+a)-1c21)(02/(c(/a(b)a(ac0*/(ba*b2)1+a/+)()()*02)caca-*b(/))1a0/c2ca1120-)(1/)ac/(c(+bba/a+0(a0(b0)-b2b)a/)0121+c)a(a*bc2)0/cb0*0(ccb11)0(c-*(b/2+)1-*+)-/b(001a)+2/b0c11-()b)/1221(++b0-)(c2ccc+a+(/)/2*+c/1a11/b(0b)00111b*(/1(-)c0+)001/c1+2/cc-+(02c-)b1))a/)(c(+(-aab)a0-0-(10+()-*b)0(-a(cb)/21+(-(()(bc21(bab*/b2-11+a12-/ca*a(aabb(c0)12c-aac10(0(10b1+ac*-1/(+aa*c)/((/0)()b)(02)01+*2b)1b/-b(b2/bbba)010012)ca(ba1c2c02*b)-2+(1)b1a*(b2*1)0b))/1+/ac)*0c102(bb)112)0-c(ba0)cb()a(a0a2ca)c(*-**)c)(**+a2c++-cc/0a/((-)-)+a*(+)*)b((/+100(--)11))0b2*(0)00*0(2)+a(a)()+(a)()a-ba)-1*c(2-(+acab/)*-(b)/ba0c)*a(+2-1)))-b)c)c--)2-)222+2()aa0-*abc(/0/a2/)2bab)a),incorrect
(*a11)0a)-0b+-b)22()(cc0a/)b2(()))-2(c11-+a+ba+(1/((1*c++c2/aa20c/2a0b2-2)1*012((a/+*a*c*-(a2)(+)*22b2b+)(0c(--)(-a0(11a(0)-b-0)-1)c1c2*20)**//ca(b/(2a/2**+c)1bcc)1a+-+2c2*b))11((2-(+b1a(1a-*b)b0c0)(*c/bb10b1)ba)a)+-a0)+*(0*/)b)aab0a010/(001+/)21/2bbba0)baa(b)-*b++2/c*b+((())b/a)1+0*112*+)0b112c/))1bb)(bb1(2(+-2(/)b10)(+))2()0c(+a0)/+/()2(+a*2*)1)/0/2-2)*1))(b)*)c*c))()+-a110a/*)c0))2/a/b2/b-(b/+a1c+c1c2a-1)a/(0**1)001c-*22c-++10/())*c2ba1(((c+)bc)c0a)1b/-ba)))-)*c)0bb/a)c++b1+2)0b+(0cb1)b10a)a0111+1**(-+2(+1-ba/)c/a/aa2/))*0a-022/0-*+)a+121c*0+(0b)(a-++(0)a2/(1a(+b(c)+(cb+cc02+22))210++(c2a(*(1)bb0a(*a()c())1b/*0+ac/)(*/**a+a1a/-(bc*1ac0/21(a)-+b+(220/c02/(cb((2b()c-2a1(*0-ab/(b+c)1-1c2)2/b)b/)(2)cc2)ba2(/(00*)+++)))a,incorrect
0(c)2(/-2(1-(2a()-ca002)cb-11)0+)0/a)+1/)a)2b(cb212)1c1aab(((((ca/bc*b0cc2a0b(11(0)+(a(22*ba)+c0+a(*bc)*bc+a+2)0a)+-1c+c2+0(12+-)c)+a)0/)c(22+((-)1/1a(+b0c*ba()(+(001a-)b)-)+b(+/*2*(b02+)+(c+()ab0-a20c)1*)+aaaa)(-b)+)1010a(-c2+b-*01(+)a-*a+(*c(*)a1/)(a)1bb00+*2a(0(+)a0-aac/1a)b)-1/()0(2)*a+b(c+/ab))(c0a*2c)-(c1()110/0(abbb)1ca0/a+2c1c0a01+102*+2/b)(b-+b+c+())ca0)11)1-(1)*()c*b()22/a2-(/-2))bb(c0b2(*-a2a((/10+(20*a0/+100)-0-c1(b-)2b1ba(2a)1a)c+/*c(012)100(2a*-a)*1/(2+a-+)bc)/)0()b-c(b+a*0-())0a1*bbc)(b00-b/1)aa0*1)0112+c2-2(**+02(+a2-b22)/02*1*-))21c0(()+0201b/)b*a(a)c-)*0/c+/(((-(bb)()2)c/b)0)(1)1)aa/b0(*2*(a+0-+-b2,incorrect
)**1c/a0)b1cc((ab1))b0*20(++b01((0((+)*1aa*cb2*-(-1(//01-*c0*1c*/-1/b+ab)0-+)0)1b)ab+c2(cc2-b-22)+a22(c/0)0/**0)*b+(b*)c()(1//a+(1+1(2/2-a/)(a-b/010a)cc1b*b((2(-a+cc/1)+((1)((00*b//--a)+b))1110/1a)+((*1a*20a0***2+))a)+()(((b+a(22*1aacba)(+a/+*1a2((0*b)11/b*0c+(0a()01)--0acb*0()+11*2a1b*/)ba0cb)2/-b2/+-)b2(c*(1)*)11+-1b((((b*)((+*-+)1b)0b2+022-(0(*0cb)1a(aa-12*+0a-+ccc(2bc(()2+1)/*(bb---++0)b-)b-b0((1000)020-1cb(-c/*1aa(c1c(-*-,incorrect
2aaca(-*(bb-(/)(0*+100*)((-2cac())0)cb*2+2c/-0+2+b)()/01)/(-)*+c*)21+/02*a/b*1)00a(0b(a1a*1c))a//+()(22220(b2-ab*010)+a)))-00a2a*-20a0)1a1c2+a2ab1ab(2)cb((0(2(2-)2c(1)bc0c(0/*/)b/0c/1((022c)/1b1)2b)(+aa(cac/(1c)1c0)2)+*-*c0(*a(/1()a)*+//*aa-c1b((00)-c(0a*)1/)0*a2(b((b-*00(*)+b)-(a0b+/a((b/()-b2c*bb**))0**a1+a(a(ab-1*1-ca/)0*/*(aa-0++2)b+(a1a120+)(b*cb(0c)1)(a2a((aab))(0a2-a0(1*2ba*+(211/)(b011)c++c)b)22)011--a1)b-)cbb+0(-(+b/+c/(b+a/*2b/a1(-((()+(0)(-aaaa0-bb+))(/(a(a1-)0100()1*()0)00/+*0a0a/2)+cc)10*0c*(*+/10/(0-21aa)*c-2,incorrect
-))/((-/(/2)/2)+1+21b(2+2c+()b//0-c(a*)/-+c0bc*b(*(+0+)b)2b())ab+1(/0)2()a1cbc*2b/+/)c)a)bbc0a*/,incorrect
1)(*/((212))(-b*+a+(1(cc((/))a2/2a(11cc*bc(2(-)((2a)+)*-b+(1(((/c1)(-a202/1ba(cb10(-(1(b0))00/)b1+0b*-(+1ab121bcb(bab0(212+0a0)0*ab+))+*)-))+-+b0a0/)))(1a)/)-c0)020)0)//+(c0(-(()b))20)+2b-/-c010(2*(a0-0((a(((b))ca)(c*2c)1((1(-(+/a))(0/1*0c*bb*2(b+))(c)1c/()(1)ba0c22)100)bb)cc(12/)/)0a-(-bb)bc2ab(accbb1a)+))/(aa)+-+(cc0**(/0(1))0)-*b2)c)aba2)-0*0aac*(+)/20-*a(+1))c2aaa/0((c)2/)))(2/2201c/c)22--/c*(1a/c2a22*1)b*cc(a(1a))2ab)a-+/-ca2102(/-)a(-a/0,incorrect
b/1(1b1*1(b*0b1)bb02*+)/1/a+b*c2*22(0)+1(0+/+-(/)baba+/0(bc2ba)/1(()1*+/*0))+(*/c(aa)/+/-(c)-)b-*+ba()bc-*a)0)bb1)c)b+a-/1ab/bc+22c1b/2c-c()2)0/)2/-2()+/1bc1+(11)+12/22(+bc0(b/a(bb02)(/c)1+)b1(+02))b2c01+)+11+)*c(((()(ca1-(((c2(*)/(*c(/(+b2bc1(21aa)1()cacb/)))))a02/2ba*-(+122ba2ca0-)aa+**c1(12bc00)c2*0**c+())/)c*b/2b2a))(/(b(()(200)/a--2-cba(bc+c((a-+-a*11+))0a)1ab((*1*a(a-1b*c1)-(-a(c0-0)*-/+)1)010b2-)a*/c(+c2+2-)11*0/*(()20(a()(2ac0(01)a22a2/(*a)*c1(2)a(+-/*)a+)b(21)c)2a01cabb021)1200c)b/1())1b(-))0(/2(aa())a2)2(-0/a111b102aa0/a--)11b+)1a+0)-222b//aa/*02a)c/)(2b1-))(1ac/0+1a)(+(*0((*1*010/*-(2+c()0+(c)+aca(b(2((-/*(/111/cb0-cb0b)aac+11/*/01/-22c-cc/0*a**)1))(-(+-2a-01/b*-(c+b0a)1(+)0**--)0(002(/c2*01aaa(+(+01b0)+)0b*/+a)1)2cca-)(0bc(+2/a*0*-)01a220a20a2ab-/))(*()b)+-)b1b+(-ab((c1(bb*//cc*//(c1a21bba)1b)*(c+)21-(+b)/1a*bab-(02)cca+aa/202-c)+b/a(ccc2a21(-0(2*ba1(0(1,incorrect
2c12/)*20ab0/c0-a02a2)/0(1(1c-2ab((0c()12)20)((+)a-))+*))ccc(a/0b)0b)-)02c+(*c+)10*c221b2+aa)2(c+aaa)c(c-+1ba*1-)21)(a0+a*b*(b2/c((+-a1)2a)0(12/a)c-220/0a/+12bc-(/12a/2(022a*)*)+1+0(b2-a*--(a2(bc*((b00b)0-))1)b(/b(-2b0+((-b+a22b/(2(ccbc00cc/aa)0)+0b/a/)/0()ab*2/((01+(-b1ab((+(*2c)c0)0*01)0/20a2-2ca-1c()+*01(aab1b)()2cc1+)c*0/*a)2(0a-)*b1+2()c/21*2)2a0)((aa010)*1(a+b+(1((a2((1-0(c)1+ca(a)1(2c)aa)c-b+11-(/-c)/b)(*0)0+0()+/b1(a-b(ba)+*a()101(+c0(/(/-*aca)c1b-)(+200b/ba)211/20(1*02(12)**a1cbac)00(c(0aab2-+ba(a()0b+)b0-(bb(a)++b/ba/)a)c)cc02201*0/-(+0+1)/0-(1(1/)1(-*b*(1-(ccb)0c2a)()1)2c-c(10/b)120)())1*a/1)2//c21)+c)c/20*2*)+c*aa(b)c2)-+1ba()2c)(**2)c)()1)*1**)2)(c(c11()a(cac())102ab)102cc0(11ac1+0/c/1-+(0/12*-2+c1a1(22)*)0)*0-aa,incorrect
a1-()(+a/210a0(-)ac)(ba()/*ac1*c-a2(20-(*)c-+c(2c-(abc0(c-*-())+c0ca((a20ca111-)2-*)(-(b)/b((2(2+)(22)/c((a-)a1+20a+)c*(20))b0+(b1(0))(b1(+b2+*)+/+)(2a12)(2(+1*c(1a((*+b+(c1c0+bc((-a)()(a/1/202a/ac0ac/2(2//-*2*(/01+0)((2+*/0*a0*+ac*a*b1*-c0c1(*a02c2b1)/ca(/b(((1/)2/(())/0ca0/*0(-)1a02)b-(/(01/+c)(12-)bc2)1)+c-)b0a*(2((1)b01-1-1(+)a*)ab2*+c(/*+00/)/0/00(0b2()1+1b02)0+2aa/)220)2)2+++)*c2-*a)c/2ab0/-a)02a)22))(a1/0a(-100a2-()202b(-/*)-)1(012a*(()aa(*cbcaa1b)1((bc/)*(*201)-()+-2(b/b()b1/2(1-ba1((0a(()+)2(1b))+*/)1(2*b2)1(*)+)+c/a1/21+1-(ba(2+)0)2202b111*b12+b---/)+1a)a(-)1aa1)ba0a/c0(110(1-)-()(11(*a1(10)2+1b1*22)-c(+-a()/2c*(02++ac*b)/0+*1*()(2*a*)02+(ac)a((000(0))01)ab)01c)ccc*1*c))10()b(,incorrect
)0-c1(ac+/+*-1c*(*c))bbab(baa12/0(0202/a1)1-aca0(bcb*ca1)2b)()a-a0-110()*(201(221*a0))ba0c10(b(c-)c/22)+)cb0c(01-0()bc-c22bbbc)a1)/20b)10((2(+-a)((*a)01(*c+b((b/-ab0c*(-1aa/+*2ac)+/+(2ca-c*(2a0(+)*ccb(())(b)(2*-((1+))11b-c2-)-010())(a1(a0+/+0c)2c-)b)12b0)1)10//0/a(1*c/ab)c(b)2a-(/1(a/a)((2(a)2)0)1-2+*0c()1bc(*c+((ac0)(cba*/*c+)b2(2a(21+2*0+b+1a*-1)2b0-(-()(0c+)((c()(+1)*c1aa)(1(2a-1)/(10*,incorrect
1a(*c(c*b+b(a/(c02)212b1c(b(0*+)c)b12+/(0+(*//aaa01(a0*-2*1c)())c((1b1(00/2/(-/-a011c*a1ba)()01)ba*a2cc210-0bb-b/+aa(+(12-(1cb(/1+*(()+0a(b1b2bcba-/*c-0*c))c0(**11+112*a+c1bb*2ac1b2a22cc/)(2*()00+b+cb2*+)1)221b(c+)*012a-c0(0(-c2b**(-1)c+2)*)-/b-12(ac*ca2b-))+a++)0bcba(2)2()a(00cbc)02-0)02accb-()c222a(0-2))(*b0)(1)1b)*)01b()a*a02bb2+((ab(1ccc(c)b21))01b(b/*/02(b(ba*)()c1c-000+-)*ba)/a+,incorrect
)0a-(1)/c(-(/2(-a-2+/a)10ba/1bc-/b+0b)b*//1-)-(bc)1+c/a+*a)0*0(ba)-1+)+-2a//)b(1cab)/)ab()*/(121accb00)b--a+b)11+12(b/))c21*(1*21a0*2()b2((2+1c11()0c(a+)c(((*((bb)0c/02(c-(+/21))0)((2()2)(00()*0a11b)c2(-(1*/)a)b-b/-2++**caa)0c2ba-*ac010-(+b2*0(0+))c*b22c-)b+1+abb)b(-0b/-c)-10bba-*-0((b)1-(c-)(b))2/2)))10022(a0+*210c-bcb1c*+/21b)20a++bb0)*c-)+2*)b2cc)*1111(c)-2b2c)0b1cca(/)0ac)*1(+-*)*a/*)12)*a)ba1+0)()ac1()b(1-0+bba)/02)01bc)1)*2(a)a0b)022(b()1)010+02b0bc2*)c+)b1+((1-b))/1()0+)+a(-0(01(+1)2abb-)(1aa1c02)*b-a)c12(a(*1a))b1cb/1/2abaca((ca*(c)1a(a)2/(c2caa-(b)02b2))cb*ac-1+02,incorrect
1ab2(2(()++2b-//1)(ac0b)(/*)a2b*0(0)021cccb+)*02+112c(-0b2/(a)c*a0b/(*c))21)-c-)+1b)ac)c-c+c1c+*2b/2(ca0b)+)b12bbb+cb0-*1)0a)(102-)--)1)(ca1/c-b(1-b)02c01-a(1)2-1-a(1)2/12/)*(-*(+b*/c(1()0-+)-/2ac0)))1+c-(c*02(a()b0(/a*)ca1/+*-((a/1cc-2bb0()(2b/*c)/)*b*-(cc()/c(/*12b)a(1/0ab-()(/c2)/--+c(/a1)-a0ba)2/c/(cccbb1acb1a)/)0*/bb-+b)2(*+-/()ba0*2+-(c1)2-((*2a20*+aba0)0)0--a1aac21c/+/c-*()*1+1+02b*-2(b2*(2a/ac-*(**(12c/)c--))())0++)*1*b1)1/a(2+b2(c(0(-(b00)2221*1-c/2*/b)1c-0+*)a-10*/cc)*-))c1)b()1+caa-*22c11((c1**)1+-/11(c)c*-**/1))c0b211c*2b1((0((a2a()22)/1(12c0()a-b2/)22c*+c-0(c)(c002c120(0-1)111aca+()*c0(ca11)(cbb2(a)/1(ca((+(b/cac)1*)(*2ab2c)a*+02+-)c(-))21100a1+c)1a-b+)-)(b2*((c+b(/bac+++--0(++)c--12)1bbacb-a2+200*++2cacac*0)(-a-a+/a+2bbb0+a(/)b1+2)cbc((a01-c**b(b)/(ac-1+(+/0cc0-b1/1(0(1a+ca+--c-cb2022-1+c*2(1/+(b+(+00(b/(((+1)b/c(a+00b(a*b12ca101*),incorrect
b0a(a2a2b0a11++0b+c/*0/aa)1(1+aa))*cac-0-202ac1ac--((b(00+2-2a0)cc*)(bb02()b)/)+*ac1()/1c-(01)1)0a(1))c1aa2*+1+a2ca0)1b00(-1*/b02*()(1ba//a+a*(-(a-1)+1a(/cb-bb*(02(*/0(b*a01(c((())/c*))a1a(())a2aaac-1)()c//a-b11()/*(c/(*(b11*c1b*1-+(2cb1-222)00+(*12(a/2*--((20b1*aa(0c1)bca)2)/(1/*cbb/11a)(-1+(*+(*()+*/c*010/c((0)a(0c*1/0-0(a112+))bc))aa+2acc121(ac)2*)/(cc0+)(1(+(*2((/112b1)2c*+(b1()/2()a0)(0+b)c+*/c01ab))(-/()a0-2c-))1((c(a2b/b2(1*/(+2)01/*ca2+022/c**a2(+c+2c(-/(((++-)b21c/ab+1a+b2+*+1(/2*-20(c21ba2()(22()+1))+(-)/2+/1+2(/2a)*)0/2b/0(b*)+a1/-1(c*/)000a/a2*1-/-+bcc)(b1b(*/b)(a(/2)*c*)(b2(-(c0)+20*2(b1)1-)+(b(-*010011(1+(()/a0/a01)(*(/c+-)01b*/bbcb22(2*02(*/)/(0c)2+b(1(a2c-+1b(/cb)a*a2b(1b/a0a*)a)b()0*0b2)a0)(2bc2)2c)ccc2a22b(/*b/00+a/+*+-cc)*)-/1a-0(/bb+c01*c1(0-a--2)c*())())a/-))0a2a0a)b1b-2b)2a+)1(ab)+cc+b/b)b(1+-)2/ab2-1c0a)/ac()(++a-(((21//b1ba/)0c+12-*(b1(a/)**2()*))c(a0b(c)0b(b1b/0baa0*b(2202(-a+++)c0b,incorrect
